accession_lassa,name_nuc_seq,host,year,location,country,region,lon,lat
JN651370.1,Nig09-045,Homo sapiens,2009,"Edo State, Nigeria",Nigeria,Edo State,5.9304056,6.6341831000000004
JN651371.1,Nig09-065,Homo sapiens,2009,"Edo State, Nigeria",Nigeria,Edo State,5.9304056,6.6341831000000004
JN651372.1,Nig09-066,Homo sapiens,2009,Nigeria,Nigeria,NA,8.675277,9.081999
JN651373.1,Nig09-070,Homo sapiens,2009,"Edo State, Nigeria",Nigeria,Edo State,5.9304056,6.6341831000000004
JN651374.1,Nig09-072,Homo sapiens,2009,"Nasarawa, Nigeria",Nigeria,Nasarawa,7.7118003,8.5474692
JN651375.1,Nig09-073,Homo sapiens,2009,"Edo State, Nigeria",Nigeria,Edo State,5.9304056,6.6341831000000004
JN651376.1,Nig09-094,Homo sapiens,2009,"Edo, Nigeria",Nigeria,Edo,5.9304056,6.6341831000000004
JN651377.1,Nig09-163,Homo sapiens,2009,"Edo State, Nigeria",Nigeria,Edo State,5.9304056,6.6341831000000004
JN651378.1,Nig09-168,Homo sapiens,2009,"Edo, Nigeria",Nigeria,Edo,5.9304056,6.6341831000000004
JN651379.1,Nig09-196,Homo sapiens,2009,"Edo State, Nigeria",Nigeria,Edo State,5.9304056,6.6341831000000004
JN651380.1,Nig09-206,Homo sapiens,2009,"Edo State, Nigeria",Nigeria,Edo State,5.9304056,6.6341831000000004
JN651381.1,Nig09-244,Homo sapiens,2009,"Edo State, Nigeria",Nigeria,Edo State,5.9304056,6.6341831000000004
JN651382.1,Nig09-300,Homo sapiens,2009,"Edo State, Nigeria",Nigeria,Edo State,5.9304056,6.6341831000000004
JN651383.1,Nig09-453,Homo sapiens,2009,"Edo State, Nigeria",Nigeria,Edo State,5.9304056,6.6341831000000004
JN651384.1,Nig09-537,Homo sapiens,2009,"Edo State, Nigeria",Nigeria,Edo State,5.9304056,6.6341831000000004
JN651385.1,Nig09-570,Homo sapiens,2009,"Edo State, Nigeria",Nigeria,Edo State,5.9304056,6.6341831000000004
JN651386.1,Nig09-578,Homo sapiens,2009,"Edo State, Nigeria",Nigeria,Edo State,5.9304056,6.6341831000000004
JN651387.1,Nig09-628,Homo sapiens,2009,Nigeria,Nigeria,NA,8.675277,9.081999
JN651388.1,Nig09-752,Homo sapiens,2009,"Edo State, Nigeria",Nigeria,Edo State,5.9304056,6.6341831000000004
JN651389.1,Nig09-822,Homo sapiens,2009,"Edo State, Nigeria",Nigeria,Edo State,5.9304056,6.6341831000000004
JN651390.1,Nig09-837,Homo sapiens,2009,"Edo State, Nigeria",Nigeria,Edo State,5.9304056,6.6341831000000004
JN651391.1,Nig10-053,Homo sapiens,2010,"Edo State, Nigeria",Nigeria,Edo State,5.9304056,6.6341831000000004
JN651392.1,Nig10-089,Homo sapiens,2010,"Edo State, Nigeria",Nigeria,Edo State,5.9304056,6.6341831000000004
JN651393.1,Nig10-433,Homo sapiens,2010,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
JN651394.1,Nig10-497,Homo sapiens,2010,"Edo State, Nigeria",Nigeria,Edo State,5.9304056,6.6341831000000004
JN651395.1,Nig10-838,Homo sapiens,2010,"Edo State, Nigeria",Nigeria,Edo State,5.9304056,6.6341831000000004
JN651396.1,Nig11-009,Homo sapiens,2011,"Edo State, Nigeria",Nigeria,Edo State,5.9304056,6.6341831000000004
JN651397.1,Nig11-098,Homo sapiens,2011,"Edo State, Nigeria",Nigeria,Edo State,5.9304056,6.6341831000000004
JN651398.1,Nig11-106,Homo sapiens,2011,"Edo State, Nigeria",Nigeria,Edo State,5.9304056,6.6341831000000004
JN651399.1,Nig11-186,Homo sapiens,2011,"Ebonyi State, Nigeria",Nigeria,Ebonyi State,8.0137302,6.2649232
JN651400.1,Nig11-205,Homo sapiens,2011,"Adamawa State, Nigeria",Nigeria,Adamawa State,12.3983853,9.3264751
JQ511991.1,Nig08-MO,Homo sapiens,2008,Nigeria,Nigeria,NA,8.675277,9.081999
JQ511992.1,Nig08-EO4,Homo sapiens,2008,Nigeria,Nigeria,NA,8.675277,9.081999
K03362.1,Lassa mammarenavirus,NA,NA,,NA,NA,NA,NA
KF425246.1,Macenta,Mastomys sp.,2013,"Lofa, Liberia",Liberia,Lofa,-9.7232673,8.191118399999999
KF478760.1,Komina-R16,Mastomys natalensis,2012,"Sikasso, Mali",Mali,Sikasso,-5.6983979,11.3223834
KF478761.1,Bamba-R114,Mastomys natalensis,2012,"Sikasso, Mali",Mali,Sikasso,-5.6983979,11.3223834
KF478762.1,Soromba-R,Mastomys natalensis,2009,"Sikasso, Mali",Mali,Sikasso,-5.6983979,11.3223834
KF478763.1,Soromba-R30,Mastomys natalensis,2012,"Sikasso, Mali",Mali,Sikasso,-5.6983979,11.3223834
KF478764.1,Ouoma-R123,Mastomys natalensis,2012,"Sikasso, Mali",Mali,Sikasso,-5.6983979,11.3223834
KF478765.1,Soromba-R,Mastomys natalensis,2009,"Sikasso, Mali",Mali,Sikasso,-5.6983979,11.3223834
KF478766.1,Bamba-R114,Mastomys natalensis,2012,"Sikasso, Mali",Mali,Sikasso,-5.6983979,11.3223834
KF478767.1,Komina-R16,Mastomys natalensis,2012,"Sikasso, Mali",Mali,Sikasso,-5.6983979,11.3223834
KF478768.1,Ouoma-R123,Mastomys natalensis,2012,"Sikasso, Mali",Mali,Sikasso,-5.6983979,11.3223834
KF478769.1,Soromba-R30,Mastomys natalensis,2012,"Sikasso, Mali",Mali,Sikasso,-5.6983979,11.3223834
KF926390.1,Lassa mammarenavirus,Homo sapiens,1977,Sierra Leone,Sierra Leone,NA,-11.779889,8.460555
KJ944259.1,Nig13-00402 (ENUG),Homo sapiens,2013,"Enugu, Nigeria",Nigeria,Enugu,7.5138947,6.448270099999999
KJ944260.1,Nig13-00103 (EBON),Homo sapiens,2013,"Ebonyi, Nigeria",Nigeria,Ebonyi,8.0137302,6.2649232
KJ944261.1,Nig13-00108 (LAG),Homo sapiens,2013,"Lagos, Nigeria",Nigeria,Lagos,3.3792057,6.5243793
KM406518.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406519.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406520.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406521.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406522.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406523.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406524.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406525.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406526.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406527.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406528.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406529.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406530.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406531.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406532.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406533.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406534.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406535.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406536.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406537.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406538.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406539.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406540.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406541.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Bo, Sierra Leone",Sierra Leone,Bo,-11.7409946,7.9551791
KM406542.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Bo, Sierra Leone",Sierra Leone,Bo,-11.7409946,7.9551791
KM406543.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Bo, Sierra Leone",Sierra Leone,Bo,-11.7409946,7.9551791
KM406544.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Bo, Sierra Leone",Sierra Leone,Bo,-11.7409946,7.9551791
KM406545.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Bo, Sierra Leone",Sierra Leone,Bo,-11.7409946,7.9551791
KM406546.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Bo, Sierra Leone",Sierra Leone,Bo,-11.7409946,7.9551791
KM406547.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Bo, Sierra Leone",Sierra Leone,Bo,-11.7409946,7.9551791
KM406548.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Bo, Sierra Leone",Sierra Leone,Bo,-11.7409946,7.9551791
KM406549.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Bo, Sierra Leone",Sierra Leone,Bo,-11.7409946,7.9551791
KM406550.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Bo, Sierra Leone",Sierra Leone,Bo,-11.7409946,7.9551791
KM406551.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Bo, Sierra Leone",Sierra Leone,Bo,-11.7409946,7.9551791
KM406552.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406553.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406554.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406555.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406556.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406557.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406558.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406559.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406560.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406561.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406562.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406563.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406564.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406565.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406566.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406567.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406568.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406569.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406570.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406571.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406572.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406573.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406574.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406575.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406576.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Bo, Sierra Leone",Sierra Leone,Bo,-11.7409946,7.9551791
KM406577.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Bo, Sierra Leone",Sierra Leone,Bo,-11.7409946,7.9551791
KM406578.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Bo, Sierra Leone",Sierra Leone,Bo,-11.7409946,7.9551791
KM406579.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Bo, Sierra Leone",Sierra Leone,Bo,-11.7409946,7.9551791
KM406580.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Bo, Sierra Leone",Sierra Leone,Bo,-11.7409946,7.9551791
KM406581.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Bo, Sierra Leone",Sierra Leone,Bo,-11.7409946,7.9551791
KM406582.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Bo, Sierra Leone",Sierra Leone,Bo,-11.7409946,7.9551791
KM406583.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Bo, Sierra Leone",Sierra Leone,Bo,-11.7409946,7.9551791
KM406584.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Bo, Sierra Leone",Sierra Leone,Bo,-11.7409946,7.9551791
KM406585.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Bo, Sierra Leone",Sierra Leone,Bo,-11.7409946,7.9551791
KM406586.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406587.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406588.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406589.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406590.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406591.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406592.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406593.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406594.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406595.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406596.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406597.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406598.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406599.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406600.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406601.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406602.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406603.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406604.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406605.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406606.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406607.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406608.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406609.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406610.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Bo, Sierra Leone",Sierra Leone,Bo,-11.7409946,7.9551791
KM406611.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Bo, Sierra Leone",Sierra Leone,Bo,-11.7409946,7.9551791
KM406612.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Bo, Sierra Leone",Sierra Leone,Bo,-11.7409946,7.9551791
KM406613.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Bo, Sierra Leone",Sierra Leone,Bo,-11.7409946,7.9551791
KM406614.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Bo, Sierra Leone",Sierra Leone,Bo,-11.7409946,7.9551791
KM406615.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Bo, Sierra Leone",Sierra Leone,Bo,-11.7409946,7.9551791
KM406616.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Bo, Sierra Leone",Sierra Leone,Bo,-11.7409946,7.9551791
KM406617.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Bo, Sierra Leone",Sierra Leone,Bo,-11.7409946,7.9551791
KM406618.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Bo, Sierra Leone",Sierra Leone,Bo,-11.7409946,7.9551791
KM406619.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Bo, Sierra Leone",Sierra Leone,Bo,-11.7409946,7.9551791
KM406620.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406621.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406622.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM406623.1,Lassa mammarenavirus,Mastomys natalensis,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM821772.1,G502-SLE-2009,Homo sapiens,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM821773.1,G502-SLE-2009,Homo sapiens,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM821774.1,G503-SLE-2009,Homo sapiens,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM821775.1,G503-SLE-2009,Homo sapiens,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM821776.1,G610-SLE-2009,Homo sapiens,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM821777.1,G610-SLE-2009,Homo sapiens,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM821778.1,G636-SLE-2009,Homo sapiens,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM821779.1,G636-SLE-2009,Homo sapiens,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM821780.1,G676-SLE-2009,Homo sapiens,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM821781.1,G676-SLE-2009,Homo sapiens,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM821782.1,G692-SLE-2009,Homo sapiens,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM821783.1,G692-SLE-2009,Homo sapiens,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM821784.1,G693-SLE-2009,Homo sapiens,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM821785.1,G693-SLE-2009,Homo sapiens,2009,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM821786.1,G733-SLE-2010,Homo sapiens,2010,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM821787.1,G733-SLE-2010,Homo sapiens,2010,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM821788.1,G771-SLE-2010,Homo sapiens,2010,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM821789.1,G771-SLE-2010,Homo sapiens,2010,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM821790.1,G806-SLE-2010,Homo sapiens,2010,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM821791.1,G808-SLE-2010,Homo sapiens,2010,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM821792.1,G808-SLE-2010,Homo sapiens,2010,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM821793.1,G1180-SLE-2010,Homo sapiens,2010,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM821794.1,G1180-SLE-2010,Homo sapiens,2010,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM821795.1,G1190-SLE-2010,Homo sapiens,2010,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM821796.1,G1190-SLE-2010,Homo sapiens,2010,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM821797.1,G1200-LIB-2010,Homo sapiens,2010,Liberia,Liberia,NA,-9.429499000000002,6.428055
KM821798.1,G1200-LIB-2010,Homo sapiens,2010,Liberia,Liberia,NA,-9.429499000000002,6.428055
KM821799.1,G1442-SLE-2011,Homo sapiens,2011,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM821800.1,G1442-SLE-2011,Homo sapiens,2011,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM821801.1,G1529-SLE-2011,Homo sapiens,2011,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM821802.1,G1529-SLE-2011,Homo sapiens,2011,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM821803.1,G1618-SLE-2011,Homo sapiens,2011,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM821804.1,G1618-SLE-2011,Homo sapiens,2011,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM821805.1,G1646-SLE-2011,Homo sapiens,2011,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM821806.1,G1646-SLE-2011,Homo sapiens,2011,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM821807.1,G1647-SLE-2011,Homo sapiens,2011,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM821808.1,G1647-SLE-2011,Homo sapiens,2011,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM821809.1,G1727-SLE-2011,Homo sapiens,2011,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM821810.1,G1727-SLE-2011,Homo sapiens,2011,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM821811.1,G1774-SLE-2011,Homo sapiens,2011,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM821812.1,G1774-SLE-2011,Homo sapiens,2011,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM821813.1,G1792-SLE-2011,Homo sapiens,2011,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
KM821814.1,G1792-SLE-2011,Homo sapiens,2011,"Kenema, Sierra Leone",Sierra Leone,Kenema,-11.1957172,7.863214699999999
